dependency,frequency,norm,samples
( JJ cop VB ) ( JJ dep NN ),2.0,0.00229885057471,"Be all-singing, all-dancing

Be easy money
"
( VB iobj NN ) ( VB dobj NN ) ( NN nmod NN ) ( NN case IN ),2.0,0.00229885057471,"Give someone credit for something

Give someone the benefit of the doubt
"
( NN compound NN ) ( NN nmod NN ) ( NN case TO ),2.0,0.00229885057471,"Love someone to bits

Love someone to pieces
"
( VB dobj NN ) ( VB nmod NN ) ( NN case IN ) ( NN compound NN ),2.0,0.00229885057471,"Take a trip down memory lane

Use someone as a punching bag
"
( JJ cop VB ) ( JJ cc CC ) ( JJ conj JJ ),2.0,0.00229885057471,"Be alive and kicking

Be short and sweet
"
( NNP dep NN ) ( NN nmod NN ) ( NN case TO ),2.0,0.00229885057471,"Cut something to the bone

Deal a blow to something
"
( NN case IN ),2.0,0.00229885057471,"Up the ante

With a vengeance
"
( VB advmod RB ) ( RB advmod RB ) ( VB nmod NN ) ( NN case IN ),2.0,0.00229885057471,"Come down hard on someone

Read too much into something
"
( NNP compound NNP ),2.0,0.00229885057471,"Go ballistic

Remain nameless
"
( VB iobj NN ) ( VB dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss PRP$ ),2.0,0.00229885057471,"Give someone a piece of your mind

Give someone a run for their money
"
( VBN auxpass VB ) ( VBN compound:prt RP ) ( VBN nmod NN ) ( NN case IN ),2.0,0.00229885057471,"Be fed up with something/one

Be hung up on something
"
( NN cop VB ) ( NN cc CC ) ( NN conj NN ),2.0,0.00229885057471,"Be a ball and chain

Be all doom and gloom
"
( VB xcomp JJ ) ( JJ nsubj PRP ) ( JJ advmod RB ),2.0,0.00229885057471,"Leave oneself wide open

Spread oneself too thin
"
( VB dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN compound NN ),2.0,0.00229885057471,"Make one's blood boil

Make one's skin crawl
"
( NN nmod NN ) ( NN case IN ) ( NN amod JJ ),2.0,0.00229885057471,"Fall into bad company

Fall on deaf ears
"
( VB dobj CD ) ( CD case POS ) ( VB advmod RB ),2.0,0.00229885057471,"Break one's back

Cover one's back
"
( NN cop VB ) ( NN nmod:poss NN ) ( NN case POS ) ( NN nmod NN ) ( NN case IN ),2.0,0.00229885057471,"Be someone's bag of tricks

Be someone's partner in crime
"
( NN nmod NN ) ( NN case IN ),2.0,0.00229885057471,"Fall through the cracks

No bed of roses
"
( DT cop VB ) ( DT nmod NN ) ( NN case IN ),2.0,0.00229885057471,"Be all over someone

Be all over the place
"
( NN cop VB ) ( NN amod JJ ) ( NN nmod NN ) ( NN case IN ),2.0,0.00229885057471,"Be a bad apple in the barrel

Be a dead ringer for someone
"
( VB ccomp VB ) ( VB nsubj NN ),2.0,0.00229885057471,"Keep someone posted

Make ends meet
"
( NN case VBN ) ( NN case TO ),2.0,0.00229885057471,"Come to a crossroads

Come to blows
"
( VBN auxpass VB ) ( VBN nmod NN ) ( NN case IN ),2.0,0.00229885057471,"Be firing on all cylinders

Be sold on something
"
( JJ cop VB ) ( JJ xcomp VB ) ( VB mark TO ),2.0,0.00229885057471,"Be hard to swallow

Be ready to roll
"
